id,videoID,title,description,publishedAt,thumbnail,duration,tags,views,likes,dislikes,comments,sport,teams,players,umpires,topic,gamedate
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC45MDQ2MjlBRTY2REU1QjNF,#NAME?,"Jose Altuve hits a walk-off home run to send the Astros to the world series, a breakdown","#astros #yankees #seatgeekcodeJOMOBY

Use the discount code BREAKDOWN at https://affordablejerseys.com/ to get 10% off a licensed majestic athletic jersey

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-20T05:39:23Z,https://i.ytimg.com/vi/-kSu3c3ch4k/maxresdefault.jpg,PT57S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'ASTROS', 'YANKEES']",292724,11520,937,2560,Baseball,Yankees|Astros,Jose Altuve,,Home Run|Walk-Off|Playoffs|AL|ALCS,20191019
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC4zRjM0RTdEOTkwRDI5MDFG,osPwH8vuXL4,"CC Sabathia dislocates his shoulder and tries to stay in the game, a breakdown","#sabathia #yankees #seatgeekcodeJOMBOY

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-18T18:33:54Z,https://i.ytimg.com/vi/osPwH8vuXL4/maxresdefault.jpg,PT2M20S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'yankees', 'cc sabathia', 'alcs']",753847,16066,251,1494,Baseball,Yankees|Astros,CC Sabathia,,Playoffs|AL|Lip Reading|ALCS,20191018
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC4wMTdGNzg0NjM1RjQ5OEM3,8uJig3BUK64,"Ryan Reaves Waits Patiently and Casually blocks a punch in a fight with Scott Sabourin, a breakdown","#nhl #fight #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-18T17:23:39Z,https://i.ytimg.com/vi/8uJig3BUK64/maxresdefault.jpg,PT2M9S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'nhl', 'goldenknights', 'las vega', 'fights', 'hockey fight', 'senators']",1460483,15050,589,1507,Hockey,,,,Fight,
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC40RTQ1MjA1QTlDODdDMEY1,Wp5jBmoYvvE,"Intense End to Arm Wrestling Match between Jerry Cadorette & Michael Todd, a breakdown","#armwrestling #seatgeekcodeJOMBOY

Watch the full match here: https://www.youtube.com/watch?v=k5tQgv23h_c

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-15T19:21:44Z,https://i.ytimg.com/vi/Wp5jBmoYvvE/maxresdefault.jpg,PT2M14S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'arm wrestling', 'WAL', 'jerry cadorette', 'michael todd']",107806,2494,38,322,Misc,,,,Fun Sport Friday,
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC45RDQ2MDcyMjdGMzM3NzM3,68JygwdQg_4,"Didi Gregorius Just Misses a Game-Changing Home Run, a breakdown","#astros #yankees #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-17T03:35:33Z,https://i.ytimg.com/vi/68JygwdQg_4/maxresdefault.jpg,PT3M49S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'astros', 'yankees', 'home run', 'didi gregorius', 'gerrit cole']",451239,7163,197,857,Baseball,Yankees|Astros,Didi Gregorius|Gerrit Cole,,ALCS|AL|Playoffs,20191015
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC5DNkE4NUQwQzFFQjY0RDdE,ESmNXcwpA94,"Gregory Soto Isn't The Best at Fielding His Position, a breakdown","#tigers #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-16T22:02:31Z,https://i.ytimg.com/vi/ESmNXcwpA94/maxresdefault.jpg,PT1M59S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'soto', 'gregory soto', 'pitchers errors']",263985,5191,79,395,Baseball,Tigers,Gregory Soto,,Error,
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC5EMTRDQ0Q0MTYyRTM1N0I4,8hUbEo2Cfh4,"Catcher and pitcher communication and paranoia, a breakdown","#mlb #baseball #seatgeekcodeJOMBOY

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-13T23:43:19Z,https://i.ytimg.com/vi/8hUbEo2Cfh4/maxresdefault.jpg,PT3M29S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'catchers', 'pitchers', 'catcher signs', 'pitcher sequence', 'yankees', 'gary', 'tanaka']",1229509,22386,387,1852,Baseball,Yankees|Astros,Masahiro Tanaka|Gary Sanchez,,ALCS|AL|Playoffs,20191012
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC5CQTIyN0QxODFBODIxM0Qx,i7b9JzZHz00,"Juan Soto and Miles Mikolas grab their junk at eachother, a breakdown","#soto #cardinals #seatgeekcodeJOMBOY

Brought to you by http://bit.ly/Auction-of-Champions thousands of awesome memorabilia items to check out every week and every single item is ALWAYS authenticated, guaranteed. Select JOMBOY when you register for your free account and get $20 off your first purchase!

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-12T22:41:00Z,https://i.ytimg.com/vi/i7b9JzZHz00/maxresdefault.jpg,PT2M40S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'soto', 'soto shuffle', 'nationals', 'cardinals', 'miles mikolas', 'junk grab']",1215228,20773,380,2360,Baseball,Nationals|Cardinals,Juan Soto|Miles Mikolas,,NLCS|NL|Playoffs,20191011
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC44MjdDQUY2RDQ0ODMzNENE,lFOtsJZp_iw,"Tyler Glasnow Tips his pitches to the Astros in the ALDS, a breakdown","#astros #rays #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-11T17:37:21Z,https://i.ytimg.com/vi/lFOtsJZp_iw/maxresdefault.jpg,PT4M12S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'rays', 'tipping pitches', 'glasnow', 'alds', 'astros']",1251025,20911,295,2001,Baseball,Rays|Astros,Tyler Glasnow|Jose Altuve|Alex Bregman,,ALDS|AL|Playoffs|Pitch Tip,20191010
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC5FNTQxMzY3RjA1OTJCODkw,BQ3ChJXTiLE,"The Cardinals scored 10 runs in the 1st inning vs the Braves, here's what happened","#cardinals #nlds #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-10T19:13:59Z,https://i.ytimg.com/vi/BQ3ChJXTiLE/maxresdefault.jpg,PT6M30S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'cardinals', 'braves', '10 runs', 'alds', 'nlds']",765628,11609,186,1124,Baseball,Braves|Cardinals,Mike Foltynewicz|Max Fried,,NLDS|NL|Playoffs|Error,20191009
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC4yQTI4QjI0NUE0ODA2MzRE,CtCfhqlPdUo,"Howie Kendrick hits a go-ahead grand slam in extra innings of Game 5, a breakdown","#nationals #nlds #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-10T17:42:51Z,https://i.ytimg.com/vi/CtCfhqlPdUo/maxresdefault.jpg,PT2M20S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'nationals', 'nlds', 'dodgers', 'howie kendrick']",237229,5232,97,704,Baseball,Nationals|Dodgers,Howie Kendrick|Joe Kelly,,Grand Slam|NLDS|NL|Home Run|Playoffs,20191009
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC40QzQ5QzRDOEI3Q0I1QTY2,bCLfSn1M8g8,"Saddest play of the postseason thus far, a breakdown","NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-09T22:04:57Z,https://i.ytimg.com/vi/bCLfSn1M8g8/maxresdefault.jpg,PT2M8S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'BRAVES', 'MLB', 'CARDINALS', '10 runs', 'mbl', 'passed ball']",433539,8691,161,1327,Baseball,Braves|Cardinals,Max Fried,,NLDS|NL|Playoffs|Error,20191009
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC45RjlCREFDQ0FCMzA2MTFD,cFpBV6KFllM,"Cairo Santos misses four field goals in one game, a breakdown","#titans #nfl #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-09T17:54:43Z,https://i.ytimg.com/vi/cFpBV6KFllM/maxresdefault.jpg,PT2M28S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'nfl', 'titans', 'bills', 'tennessee']",400904,7803,144,1049,Football,,,,,
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC4wNzAzQUE2RTAzMzFGRkZE,JaHaLkcorec,"Yadier Molina walks it off to send the series to game 5, a breakdown","#cardinals #mlb #seatgeekcodeJOMBOY

Brought to you by http://bit.ly/Auction-of-Champions thousands of awesome memorabilia items to check out every week and every single item is ALWAYS authenticated, guaranteed. Select JOMBOY when you register for your free account and get $20 off your first purchase!

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-09T17:01:53Z,https://i.ytimg.com/vi/JaHaLkcorec/maxresdefault.jpg,PT2M22S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'yadier molina', 'nlds', 'braves', 'cardinals', 'walk off']",131749,3341,45,349,Baseball,Braves|Cardinals,Yadier Molina|Julio Teheran,,NLDS|Walk-Off|NL|Playoffs,20191007
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC45NkIxMzI2NUNCREVDNDg4,c7HKvJtVjx8,"The Braves rally in the 9th to take the lead in Game 3 of the NLDS, a breakdown","#braves #nlds #seatgeekcodeJOMBOY

Sign up for The Sports Letter here: https://thesportsletter.referralrock.com/l/1MJ1A5TTK/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-11-17T00:23:40Z,https://i.ytimg.com/vi/c7HKvJtVjx8/maxresdefault.jpg,PT2M14S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'braves', 'dansby swanson', 'alds', 'nlds', 'comeback']",179963,4517,71,584,Baseball,Braves|Cardinals,Dansby Swanson|Carlos Martinez|Adam Duvall,,NLDS|Playoffs|NL|Lip Reading,20191006
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC41QUY5QzY4NDZCRDhFRTEw,a88nOrxWrdI,"Didi Gregorius hits a grand slam in Game 2 of the ALDS, a breakdown","#yankees #mlb #seatgeekcodeJOMBOY

If you're ever in Montclaire NJ go get a burger from https://www.instagram.com/stuffed_grassfedburgers/channel/

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-06T21:51:06Z,https://i.ytimg.com/vi/a88nOrxWrdI/maxresdefault.jpg,PT2M21S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'didi gregorius', 'alds', 'grand slam', 'twins', 'yankees']",203715,4944,72,389,Baseball,Yankees|Twins,Didi Gregorius|Tyler Duffey,,Grand Slam|ALDS|AL|Playoffs|Home Run,20191005
UExDdnFLbHRZVWctSk1jWkFMeVIzdU16YWFpZWRxM2MtdC42MjNBMzdGRTA1QkQ1MTVB,O9XtXlP5EDw,"Adam Duvall hits a pinch-hit homer off Jack Flaherty, a breakdown","#braves #mlb #seatgeekcodeJOMBOY

Brought to you byy http://bit.ly/Auction-of-Champions thousands of awesome memorabilia items to check out every week and every single item is ALWAYS authenticated, guaranteed. Select JOMBOY when you register for your free account and get $20 off your first purchase!

NEW MERCH! https://shop.jomboymedia.com/collections/jomboy-media

LEAVE BREAKDOWN SUGGESTIONS HERE: http://bit.ly/BreakdownSuggestions

Support on Patreon: https://www.patreon.com/jomboymedia
• Extra videos
• Requests
• Live Access to new show
• Jersey giveaway

Subscribe to our other YT Channels
Talkin Yanks: https://www.youtube.com/channel/UCzcaZfAmCJlCSoBOiNWx20Q
Jomboy & Jake Radio: https://www.youtube.com/channel/UCifMPWjBEu7rYx3CVdkjiWA
Laughs from the Past: https://www.youtube.com/channel/UCAFEYBtgbNxHAVMGNsyqMiQ

FB: https://www.facebook.com/JomboyMedia/
TW: http://www.twitter.com/jomboymedia
IG: http://www.instagram.com/JomboyMedia

Personal: @Jomboy_  on TW & IG",2019-10-06T18:13:24Z,https://i.ytimg.com/vi/O9XtXlP5EDw/maxresdefault.jpg,PT2M27S,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio', 'braves', 'baseball', 'adam duvall']",199338,3459,48,469,Baseball,Braves|Cardinals,Adam Duvall|Jack Flaherty|Brian McCann,,Home Run|NLDS|NL|Playoffs,20191004
